,file,line,severity,issue,snippet
630,/audit/backend/src/Controllers/SocialLoginController.php,354,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'session_token' => substr($sessionToken, 0, 8) . '...',"
631,/audit/backend/src/Controllers/SocialLoginController.php,365,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'ip_address' => $_SERVER['REMOTE_ADDR'] ?? 'unknown'
632,/audit/backend/src/Controllers/SocialLoginController.php,406,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'session_token' => substr($sessionToken, 0, 8) . '...'"
633,/audit/backend/src/Controllers/SocialLoginController.php,421,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'session_token' => substr($sessionToken, 0, 8) . '...'"
634,/audit/backend/src/Controllers/SocialLoginController.php,433,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'session_token' => substr($sessionToken, 0, 8) . '...'"
635,/audit/backend/src/Controllers/SocialLoginController.php,441,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'access_token' => $authTokens['access_token'],"
636,/audit/backend/src/Controllers/SocialLoginController.php,442,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'refresh_token' => $authTokens['refresh_token'],"
637,/audit/backend/src/Controllers/SocialLoginController.php,443,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'expires_in' => $authTokens['expires_in']
638,/audit/backend/src/Controllers/StatisticsController.php,26,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::success(""Statistics for department $departmentId"", ["
639,/audit/backend/src/Controllers/StatisticsController.php,35,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::success(""Statistics for recruiter $recruiterId"", ["
640,/audit/backend/src/Controllers/UploadController.php,18,HIGH,File operation \bmove_uploaded_file\s*\(,"// move_uploaded_file($file['tmp_name'], BACKEND_ROOT . '/storage/uploads/' . basename($file['name']));"
641,/audit/backend/src/Controllers/UploadController.php,18,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","// move_uploaded_file($file['tmp_name'], BACKEND_ROOT . '/storage/uploads/' . basename($file['name']));"
642,/audit/backend/src/Controllers/UploadController.php,21,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'name' => $file['name'] ?? null,"
643,/audit/backend/src/Controllers/UploadController.php,22,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'size' => $file['size'] ?? null,"
644,/audit/backend/src/Controllers/UploadController.php,23,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'type' => $file['type'] ?? null
645,/audit/backend/src/Controllers/UserController.php,44,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$page = isset($rawFilters['page']) ? max(1, (int)$rawFilters['page']) : 1;"
646,/audit/backend/src/Controllers/UserController.php,45,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","$limit = isset($rawFilters['limit']) ? max(1, min(100, (int)$rawFilters['limit'])) : 20;"
647,/audit/backend/src/Controllers/UserController.php,58,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$filters['search'] = $searchValidation['sanitized'];
648,/audit/backend/src/Controllers/UserController.php,65,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$filters['role'] = $rawFilters['role'];
649,/audit/backend/src/Controllers/UserController.php,72,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$filters['status'] = $rawFilters['status'];
650,/audit/backend/src/Controllers/UserController.php,105,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'ip_address' => $clientIP ?? 'unknown'
651,/audit/backend/src/Controllers/UserController.php,150,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'validation_errors' => $idValidation['errors']
652,/audit/backend/src/Controllers/UserController.php,181,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::success(""Detalle usuario $userId"", $row, 200);"
653,/audit/backend/src/Controllers/UserController.php,185,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'ip_address' => $clientIP ?? 'unknown',"
654,/audit/backend/src/Controllers/UserController.php,251,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::fail('Nombre inválido: ' . implode(', ', $nameValidation['errors']), 400);"
655,/audit/backend/src/Controllers/UserController.php,253,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['name'] = $nameValidation['sanitized'];
656,/audit/backend/src/Controllers/UserController.php,261,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::fail('Email inválido: ' . implode(', ', $emailValidation['errors']), 400);"
657,/audit/backend/src/Controllers/UserController.php,263,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['email'] = $emailValidation['sanitized'];
658,/audit/backend/src/Controllers/UserController.php,272,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::fail('Contraseña inválida: ' . implode(', ', $passwordValidation['errors']), 400);"
659,/audit/backend/src/Controllers/UserController.php,274,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['password'] = $passwordValidation['sanitized'];
660,/audit/backend/src/Controllers/UserController.php,282,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['role'] = $data['role'];
661,/audit/backend/src/Controllers/UserController.php,291,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['status'] = $data['status'];
662,/audit/backend/src/Controllers/UserController.php,298,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email' => $validatedData['email'],"
663,/audit/backend/src/Controllers/UserController.php,299,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'role' => $validatedData['role'] ?? 'candidate'
664,/audit/backend/src/Controllers/UserController.php,308,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email' => $validatedData['email'],"
665,/audit/backend/src/Controllers/UserController.php,317,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email' => $validatedData['email'],"
666,/audit/backend/src/Controllers/UserController.php,324,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'email' => $validatedData['email']
667,/audit/backend/src/Controllers/UserController.php,383,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'validation_errors' => $idValidation['errors']
668,/audit/backend/src/Controllers/UserController.php,414,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::fail('Nombre inválido: ' . implode(', ', $nameValidation['errors']), 400);"
669,/audit/backend/src/Controllers/UserController.php,416,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['name'] = $nameValidation['sanitized'];
670,/audit/backend/src/Controllers/UserController.php,426,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::fail('Email inválido: ' . implode(', ', $emailValidation['errors']), 400);"
671,/audit/backend/src/Controllers/UserController.php,428,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['email'] = $emailValidation['sanitized'];
672,/audit/backend/src/Controllers/UserController.php,437,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['role'] = $data['role'];
673,/audit/backend/src/Controllers/UserController.php,446,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$validatedData['status'] = $data['status'];
674,/audit/backend/src/Controllers/UserController.php,492,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::success(""Usuario $userId actualizado exitosamente"", ['success' => true], 200);"
675,/audit/backend/src/Controllers/UserController.php,556,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'validation_errors' => $idValidation['errors']
676,/audit/backend/src/Controllers/UserController.php,580,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'user_email' => $existingUser['email'] ?? 'unknown'
677,/audit/backend/src/Controllers/UserController.php,597,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'user_email' => $existingUser['email'] ?? 'unknown',"
678,/audit/backend/src/Controllers/UserController.php,604,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'user_email' => $existingUser['email'] ?? 'unknown'
679,/audit/backend/src/Controllers/UserController.php,607,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ResponseHelper::success(""Usuario $userId eliminado exitosamente"", [], 204);"
680,/audit/backend/src/Controllers/UtilityController.php,16,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'method' => $_SERVER['REQUEST_METHOD'] ?? 'unknown',"
681,/audit/backend/src/Controllers/UtilityController.php,17,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'uri' => $_SERVER['REQUEST_URI'] ?? 'unknown',"
682,/audit/backend/src/Domain/CvSchema.php,176,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",$normalized['data_source'] = $input['data_source'];
683,/audit/backend/src/Domain/CvSchema.php,199,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['idiomas']) && is_array($input['idiomas'])) {
684,/audit/backend/src/Domain/CvSchema.php,203,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'idioma' => self::sanitizeText($idioma['idioma'] ?? ''),"
685,/audit/backend/src/Domain/CvSchema.php,204,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'nivel' => self::sanitizeText($idioma['nivel'] ?? '')
686,/audit/backend/src/Domain/CvSchema.php,207,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","return ['idioma' => self::sanitizeText($idioma), 'nivel' => ''];"
687,/audit/backend/src/Domain/CvSchema.php,212,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['puestos_anteriores']) && is_array($input['puestos_anteriores'])) {
688,/audit/backend/src/Domain/CvSchema.php,215,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'puesto' => self::sanitizeText($puesto['puesto'] ?? ''),"
689,/audit/backend/src/Domain/CvSchema.php,216,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'empresa' => self::sanitizeText($puesto['empresa'] ?? ''),"
690,/audit/backend/src/Domain/CvSchema.php,217,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_inicio' => self::sanitizeDate($puesto['fecha_inicio'] ?? ''),"
691,/audit/backend/src/Domain/CvSchema.php,218,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_fin' => self::sanitizeDate($puesto['fecha_fin'] ?? ''),"
692,/audit/backend/src/Domain/CvSchema.php,219,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'descripcion' => self::sanitizeText($puesto['descripcion'] ?? ''),"
693,/audit/backend/src/Domain/CvSchema.php,220,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'responsabilidades' => isset($puesto['responsabilidades']) && is_array($puesto['responsabilidades'])
694,/audit/backend/src/Domain/CvSchema.php,221,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","? array_map([self::class, 'sanitizeText'], $puesto['responsabilidades'])"
695,/audit/backend/src/Domain/CvSchema.php,223,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'ubicacion' => self::sanitizeText($puesto['ubicacion'] ?? ''),"
696,/audit/backend/src/Domain/CvSchema.php,224,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'actual' => (bool)($puesto['actual'] ?? false)
697,/audit/backend/src/Domain/CvSchema.php,230,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['educacion']) && is_array($input['educacion'])) {
698,/audit/backend/src/Domain/CvSchema.php,233,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'titulo' => self::sanitizeText($edu['titulo'] ?? ''),"
699,/audit/backend/src/Domain/CvSchema.php,234,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'campo_estudio' => self::sanitizeText($edu['campo_estudio'] ?? ''),"
700,/audit/backend/src/Domain/CvSchema.php,235,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'institucion' => self::sanitizeText($edu['institucion'] ?? ''),"
701,/audit/backend/src/Domain/CvSchema.php,236,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_inicio' => self::sanitizeDate($edu['fecha_inicio'] ?? ''),"
702,/audit/backend/src/Domain/CvSchema.php,237,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_fin' => self::sanitizeDate($edu['fecha_fin'] ?? ''),"
703,/audit/backend/src/Domain/CvSchema.php,238,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'nivel_educativo' => self::sanitizeText($edu['nivel_educativo'] ?? ''),"
704,/audit/backend/src/Domain/CvSchema.php,239,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'descripcion' => self::sanitizeText($edu['descripcion'] ?? '')
705,/audit/backend/src/Domain/CvSchema.php,245,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['certificaciones_detalle']) && is_array($input['certificaciones_detalle'])) {
706,/audit/backend/src/Domain/CvSchema.php,248,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'nombre_certificacion' => self::sanitizeText($cert['nombre_certificacion'] ?? ''),"
707,/audit/backend/src/Domain/CvSchema.php,249,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'emisor' => self::sanitizeText($cert['emisor'] ?? ''),"
708,/audit/backend/src/Domain/CvSchema.php,250,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_emision' => self::sanitizeDate($cert['fecha_emision'] ?? ''),"
709,/audit/backend/src/Domain/CvSchema.php,251,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'fecha_expiracion' => self::sanitizeDate($cert['fecha_expiracion'] ?? '')
710,/audit/backend/src/Domain/CvSchema.php,257,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['idiomas_detalle']) && is_array($input['idiomas_detalle'])) {
711,/audit/backend/src/Domain/CvSchema.php,260,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'idioma' => self::sanitizeText($idioma['idioma'] ?? ''),"
712,/audit/backend/src/Domain/CvSchema.php,261,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'nivel_competencia' => self::sanitizeText($idioma['nivel_competencia'] ?? '')
713,/audit/backend/src/Domain/CvSchema.php,267,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['proyectos']) && is_array($input['proyectos'])) {
714,/audit/backend/src/Domain/CvSchema.php,270,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'nombre' => self::sanitizeText($proyecto['nombre'] ?? ''),"
715,/audit/backend/src/Domain/CvSchema.php,271,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'descripcion' => self::sanitizeText($proyecto['descripcion'] ?? ''),"
716,/audit/backend/src/Domain/CvSchema.php,272,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'tecnologias' => isset($proyecto['tecnologias']) && is_array($proyecto['tecnologias'])
717,/audit/backend/src/Domain/CvSchema.php,273,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","? array_map([self::class, 'sanitizeText'], $proyecto['tecnologias'])"
718,/audit/backend/src/Domain/CvSchema.php,275,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_inicio' => self::sanitizeDate($proyecto['fecha_inicio'] ?? ''),"
719,/audit/backend/src/Domain/CvSchema.php,276,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'fecha_fin' => self::sanitizeDate($proyecto['fecha_fin'] ?? ''),"
720,/audit/backend/src/Domain/CvSchema.php,277,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'url' => self::sanitizeUrl($proyecto['url'] ?? '')
721,/audit/backend/src/Domain/CvSchema.php,283,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['referencias_detalle']) && is_array($input['referencias_detalle'])) {
722,/audit/backend/src/Domain/CvSchema.php,286,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'nombre_referencia' => self::sanitizeText($ref['nombre_referencia'] ?? ''),"
723,/audit/backend/src/Domain/CvSchema.php,287,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'empresa_referencia' => self::sanitizeText($ref['empresa_referencia'] ?? ''),"
724,/audit/backend/src/Domain/CvSchema.php,288,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'email_referencia' => self::sanitizeEmail($ref['email_referencia'] ?? ''),"
725,/audit/backend/src/Domain/CvSchema.php,289,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]","'telefono_referencia' => self::sanitizeText($ref['telefono_referencia'] ?? ''),"
726,/audit/backend/src/Domain/CvSchema.php,290,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'notas' => self::sanitizeText($ref['notas'] ?? '')
727,/audit/backend/src/Domain/CvSchema.php,296,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",if (isset($input['routing']) && is_array($input['routing'])) {
728,/audit/backend/src/Domain/CvSchema.php,299,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'categoria_departamento_id' => isset($routing['categoria_departamento_id'])
729,/audit/backend/src/Domain/CvSchema.php,301,HIGH,"SQL string concat ['\""][^'\""]*\$[A-Za-z_][A-Za-z0-9_]*[^'\""]*['\""]",'departamento_id' => isset($routing['departamento_id'])
